id,Calories
750306,43.37419
750307,96.071815
750308,233.42444
750309,51.002075
750310,152.84077
750311,13.633783
750312,128.55453
750313,110.92768
750314,147.84624
750315,194.94516
750316,37.829674
750317,21.856354
750318,155.16943
750319,107.736115
750320,43.488403
750321,38.036694
750322,94.4537
750323,148.22601
750324,2.5117319
750325,46.12432
750326,62.641254
750327,51.644207
750328,86.9719
750329,34.900776
750330,109.73132
750331,99.71046
750332,161.55737
750333,99.29421
750334,16.852428
750335,179.95229
750336,6.866251
750337,163.39857
750338,157.56665
750339,127.0991
750340,103.780754
750341,131.04901
750342,73.548454
750343,211.58224
750344,13.505838
750345,7.4659557
750346,55.35432
750347,89.62513
750348,87.094185
750349,86.494514
750350,9.466236
750351,55.348846
750352,70.563255
750353,92.52161
750354,30.080517
750355,49.938343
750356,44.371212
750357,15.566559
750358,70.38106
750359,230.41978
750360,138.16814
750361,49.080215
750362,141.58047
750363,39.557384
750364,53.551815
750365,196.32321
750366,92.21848
750367,86.70107
750368,122.96536
750369,63.24626
750370,167.43645
750371,81.18619
750372,88.144714
750373,112.76465
750374,111.461624
750375,180.93628
750376,30.025211
750377,78.81537
750378,9.8907175
750379,196.14973
750380,122.93471
750381,204.33176
750382,100.12544
750383,6.737236
750384,182.45824
750385,105.80868
750386,56.064465
750387,149.99188
750388,177.68759
750389,170.48299
750390,6.9855824
750391,112.12432
750392,233.31854
750393,116.444176
750394,156.55186
750395,80.36835
750396,59.94318
750397,43.7848
750398,62.333744
750399,131.21498
750400,28.223495
750401,9.486373
750402,176.55821
750403,74.2841
750404,81.68953
750405,8.758239
750406,151.63054
750407,44.267773
750408,9.913245
750409,138.04074
750410,108.612015
750411,212.85411
750412,10.182905
750413,107.36321
750414,180.0451
750415,164.63399
750416,181.2534
750417,84.72746
750418,22.863651
750419,58.357964
750420,11.139294
750421,75.67865
750422,112.28038
750423,21.301008
750424,40.639755
750425,57.118835
750426,100.47009
750427,142.40132
750428,55.36598
750429,2.2017462
750430,70.93389
750431,11.722167
750432,137.54819
750433,56.126736
750434,62.196007
750435,97.75528
750436,96.7815
750437,14.737084
750438,39.115253
750439,61.718
750440,88.572044
750441,144.84425
750442,148.69812
750443,69.85781
750444,40.693058
750445,3.9738157
750446,152.70312
750447,151.32707
750448,24.518703
750449,226.36853
750450,107.07147
750451,168.78325
750452,96.415146
750453,142.57347
750454,64.842
750455,91.76092
750456,157.39441
750457,14.653374
750458,195.38129
750459,13.149189
750460,40.02876
750461,121.37104
750462,129.95253
750463,147.4475
750464,20.552364
750465,53.54095
750466,159.02849
750467,91.149765
750468,202.50795
750469,140.04356
750470,148.45032
750471,116.30746
750472,33.40549
750473,107.00218
750474,54.538445
750475,77.65592
750476,149.22504
750477,11.661194
750478,89.69727
750479,14.811862
750480,115.81031
750481,15.495738
750482,144.48096
750483,38.89892
750484,84.18884
750485,8.406892
750486,101.31491
750487,74.617485
750488,102.54647
750489,110.37541
750490,52.93902
750491,45.62901
750492,56.52943
750493,29.705362
750494,120.99289
750495,44.931633
750496,17.320158
750497,29.023329
750498,24.255621
750499,104.4086
750500,50.32749
750501,45.087685
750502,89.05714
750503,12.393038
750504,69.01642
750505,198.84662
750506,189.38075
750507,91.6265
750508,182.2645
750509,2.9248652
750510,58.818974
750511,40.226925
750512,120.22336
750513,205.40688
750514,83.84733
750515,191.1664
750516,54.03971
750517,164.10948
750518,103.65804
750519,200.08545
750520,103.17664
750521,68.11839
750522,97.70395
750523,162.15083
750524,78.59483
750525,150.25072
750526,113.727455
750527,127.64152
750528,142.43353
750529,215.26253
750530,179.05879
750531,6.04227
750532,40.99763
750533,170.58961
750534,122.43568
750535,49.190006
750536,31.129162
750537,105.34084
750538,6.178151
750539,60.245514
750540,62.59026
750541,10.1251745
750542,26.938528
750543,145.70354
750544,188.38977
750545,54.704254
750546,155.86053
750547,39.43174
750548,200.24953
750549,201.7486
750550,70.175705
750551,226.75954
750552,50.34753
750553,208.65321
750554,4.4154267
750555,25.816986
750556,77.598915
750557,55.05766
750558,97.03017
750559,59.761623
750560,39.26203
750561,56.542797
750562,45.413307
750563,26.555
750564,39.02589
750565,153.2488
750566,35.8712
750567,11.540209
750568,100.79636
750569,104.76217
750570,119.05378
750571,2.4400864
750572,95.91125
750573,46.99219
750574,16.81514
750575,102.7505
750576,21.925297
750577,5.518127
750578,84.27403
750579,84.458145
750580,31.83234
750581,145.93747
750582,100.877655
750583,95.81619
750584,79.0633
750585,27.894667
750586,100.40337
750587,8.641708
750588,194.28078
750589,18.72273
750590,113.49315
750591,25.049316
750592,74.609276
750593,122.684425
750594,17.1089
750595,247.81021
750596,67.44794
750597,139.95558
750598,187.27116
750599,64.169655
750600,207.61095
750601,110.64498
750602,127.21456
750603,98.80116
750604,21.066877
750605,52.41389
750606,37.02461
750607,33.40977
750608,145.8341
750609,199.81221
750610,269.181
750611,77.53848
750612,57.14923
750613,169.16243
750614,48.6793
750615,155.49884
750616,15.723406
750617,49.0509
750618,258.60016
750619,24.950869
750620,86.33685
750621,188.23575
750622,28.260138
750623,15.162177
750624,68.292366
750625,200.35544
750626,119.99847
750627,7.752981
750628,154.37413
750629,23.379267
750630,54.22009
750631,80.53177
750632,26.859425
750633,98.8473
750634,201.65607
750635,134.01137
750636,0.78755134
750637,121.219284
750638,19.708834
750639,100.16507
750640,125.66888
750641,69.34619
750642,31.424576
750643,111.90605
750644,118.37194
750645,179.45293
750646,114.17087
750647,172.71172
750648,46.860355
750649,178.93466
750650,176.63496
750651,6.296743
750652,4.0987983
750653,18.417667
750654,8.101212
750655,86.29006
750656,14.225358
750657,2.8215446
750658,33.15316
750659,53.867622
750660,35.832996
750661,108.05083
750662,86.950455
750663,96.40184
750664,53.218365
750665,72.951454
750666,9.072732
750667,197.90141
750668,155.38481
750669,5.9797626
750670,27.4395
750671,129.12
750672,213.78534
750673,77.21263
750674,50.337605
750675,79.02807
750676,212.8802
750677,138.9713
750678,61.42815
750679,52.2118
750680,74.13616
750681,100.85282
750682,109.74533
750683,104.2112
750684,21.163464
750685,80.06489
750686,188.21953
750687,136.82242
750688,112.55758
750689,24.924057
750690,59.38033
750691,87.659195
750692,6.397997
750693,183.36194
750694,49.564114
750695,208.22879
750696,202.88367
750697,41.006187
750698,168.29462
750699,155.59515
750700,132.48218
750701,27.489561
750702,66.84347
750703,147.86069
750704,50.393105
750705,117.733536
750706,150.67976
750707,144.36182
750708,233.31999
750709,177.49388
750710,122.11474
750711,60.083424
750712,102.85594
750713,53.318493
750714,63.109085
750715,49.28418
750716,19.806889
750717,124.494385
750718,159.73332
750719,125.610664
750720,195.0386
750721,68.29837
750722,22.132227
750723,66.504036
750724,94.92658
750725,13.769021
750726,142.90033
750727,235.35184
750728,75.36878
750729,177.4043
750730,12.375664
750731,218.5588
750732,1.2592328
750733,161.09007
750734,48.396873
750735,24.828835
750736,86.72674
750737,7.5574045
750738,84.650795
750739,112.778534
750740,64.02545
750741,95.70934
750742,13.55453
750743,166.08824
750744,19.485664
750745,20.698956
750746,70.02628
750747,104.197914
750748,76.31943
750749,40.500446
750750,126.67106
750751,44.92338
750752,49.52484
750753,95.11749
750754,183.92337
750755,70.00784
750756,51.00156
750757,84.80915
750758,8.256504
750759,87.2743
750760,122.16165
750761,25.369656
750762,63.631958
750763,20.830233
750764,152.54466
750765,31.542744
750766,169.71194
750767,61.979267
750768,163.32158
750769,13.632351
750770,28.92923
750771,191.79543
750772,133.32143
750773,70.91418
750774,11.741102
750775,78.82129
750776,77.89676
750777,112.93794
750778,134.37154
750779,7.0479317
750780,188.68011
750781,16.686642
750782,52.106663
750783,69.68234
750784,196.30698
750785,51.853107
750786,33.10827
750787,187.56111
750788,84.01502
750789,43.2738
750790,93.59127
750791,64.14492
750792,188.2518
750793,114.65875
750794,79.69813
750795,171.90593
750796,147.6017
750797,58.690636
750798,52.57557
750799,25.435074
750800,111.61345
750801,9.101105
750802,1.3198634
750803,14.045333
750804,29.18642
750805,81.21219
750806,111.45618
750807,24.698507
750808,269.95303
750809,29.371183
750810,87.31457
750811,78.86463
750812,78.982895
750813,106.60895
750814,126.22442
750815,25.169611
750816,7.5392694
750817,96.49995
750818,13.332788
750819,170.05606
750820,113.23142
750821,97.1823
750822,25.975111
750823,62.139915
750824,66.68388
750825,43.273422
750826,87.162994
750827,29.785944
750828,95.878334
750829,27.944965
750830,98.650826
750831,80.29196
750832,30.0987
750833,25.133179
750834,81.506454
750835,144.94992
750836,194.02896
750837,5.8649325
750838,141.70766
750839,97.41857
750840,52.10599
750841,72.280365
750842,12.617078
750843,68.59607
750844,30.336046
750845,75.22797
750846,162.4179
750847,136.33463
750848,12.324338
750849,155.44601
750850,37.79818
750851,143.33374
750852,52.009495
750853,121.432526
750854,40.98951
750855,37.922092
750856,177.70099
750857,21.74235
750858,54.13163
750859,97.46455
750860,148.71791
750861,168.81783
750862,120.77514
750863,147.82228
750864,163.77567
750865,35.761456
750866,143.86696
750867,51.115192
750868,145.67635
750869,100.530075
750870,91.11787
750871,132.88481
750872,90.53115
750873,209.53142
750874,97.1298
750875,164.8149
750876,53.895515
750877,117.304955
750878,126.21822
750879,16.740454
750880,44.83535
750881,101.40957
750882,22.672903
750883,9.479112
750884,32.741653
750885,212.99594
750886,166.3507
750887,129.43866
750888,152.24677
750889,58.022923
750890,7.396835
750891,109.32284
750892,31.216036
750893,52.446537
750894,155.51955
750895,78.64585
750896,150.2121
750897,8.899805
750898,34.206505
750899,11.9322405
750900,211.87465
750901,106.238495
750902,190.10648
750903,157.67877
750904,109.30954
750905,122.494156
750906,12.502021
750907,21.531076
750908,172.87148
750909,7.252312
750910,174.12018
750911,79.85133
750912,2.5582402
750913,103.0952
750914,186.21788
750915,147.25452
750916,44.625637
750917,149.09116
750918,3.682247
750919,147.91788
750920,161.47112
750921,51.879917
750922,118.873085
750923,79.91329
750924,79.696434
750925,18.26421
750926,156.60716
750927,175.61546
750928,8.112391
750929,31.322699
750930,33.89147
750931,135.81673
750932,144.11371
750933,11.763926
750934,217.34889
750935,8.383733
750936,65.02214
750937,23.663418
750938,103.5135
750939,12.820606
750940,18.260834
750941,29.701492
750942,123.33871
750943,11.902123
750944,33.618786
750945,10.321823
750946,43.78344
750947,265.80893
750948,15.119477
750949,40.221027
750950,71.956535
750951,197.91144
750952,20.651821
750953,46.485477
750954,50.03988
750955,122.00729
750956,121.20987
750957,71.16878
750958,6.533001
750959,90.19222
750960,127.90774
750961,5.9872723
750962,49.88578
750963,166.3503
750964,187.2597
750965,85.8428
750966,133.83417
750967,87.73731
750968,58.306877
750969,167.02927
750970,126.556244
750971,62.745777
750972,10.361321
750973,148.55557
750974,156.77507
750975,19.835808
750976,165.12492
750977,3.0254996
750978,203.72035
750979,78.598465
750980,68.37432
750981,32.9134
750982,10.243522
750983,83.07161
750984,129.37637
750985,61.910656
750986,173.44328
750987,139.52177
750988,93.96643
750989,108.69377
750990,148.3793
750991,10.673315
750992,135.47003
750993,57.193207
750994,65.31742
750995,13.494302
750996,15.802479
750997,17.856739
750998,158.24396
750999,59.83524
751000,21.94889
751001,93.469826
751002,168.31807
751003,106.925285
751004,97.56597
751005,129.09076
751006,162.93025
751007,146.63892
751008,172.13756
751009,246.30902
751010,5.215964
751011,70.19756
751012,17.748869
751013,47.063652
751014,41.97042
751015,72.63804
751016,94.24521
751017,56.215668
751018,152.66968
751019,50.449875
751020,81.32982
751021,116.89732
751022,28.275723
751023,64.32753
751024,111.41898
751025,110.47144
751026,73.06619
751027,55.369915
751028,112.195015
751029,109.15261
751030,87.34027
751031,92.41941
751032,11.8486185
751033,75.825325
751034,151.4688
751035,10.58696
751036,131.74844
751037,76.49274
751038,19.23708
751039,25.650415
751040,159.67787
751041,178.34785
751042,25.308157
751043,180.54504
751044,147.74591
751045,205.31352
751046,44.05842
751047,85.62122
751048,113.258766
751049,86.7614
751050,184.92305
751051,222.66716
751052,95.19181
751053,136.00665
751054,23.586227
751055,169.37614
751056,161.88284
751057,42.577576
751058,77.50274
751059,36.136364
751060,55.03997
751061,11.996298
751062,54.902237
751063,82.19226
751064,73.10968
751065,102.87594
751066,102.11404
751067,268.631
751068,116.2142
751069,9.309872
751070,136.87563
751071,209.74231
751072,44.98841
751073,32.06718
751074,22.940727
751075,15.784973
751076,85.6752
751077,77.76526
751078,45.758137
751079,6.2684836
751080,27.352436
751081,109.6086
751082,50.271053
751083,124.06029
751084,28.65372
751085,25.302387
751086,44.25315
751087,13.96419
751088,238.61063
751089,37.836254
751090,174.55371
751091,17.290968
751092,161.68079
751093,11.653161
751094,46.00076
751095,109.77474
751096,47.027878
751097,29.809668
751098,143.5804
751099,143.62888
751100,153.71428
751101,41.453262
751102,114.209404
751103,26.56295
751104,172.45534
751105,223.76184
751106,36.072567
751107,188.46399
751108,104.71256
751109,33.388985
751110,39.622097
751111,14.238061
751112,198.26242
751113,65.46269
751114,193.73714
751115,87.59172
751116,71.22844
751117,72.939415
751118,158.02702
751119,216.24275
751120,51.49714
751121,52.19725
751122,107.50338
751123,175.4842
751124,34.3925
751125,10.941208
751126,86.177025
751127,14.755562
751128,38.81519
751129,31.959076
751130,63.39594
751131,8.3835745
751132,90.691055
751133,105.86723
751134,67.011566
751135,196.9478
751136,128.96468
751137,53.879913
751138,157.52872
751139,48.332607
751140,139.34596
751141,126.635216
751142,127.85554
751143,6.816297
751144,134.08685
751145,111.88775
751146,91.88678
751147,99.46727
751148,48.126686
751149,90.14784
751150,271.73257
751151,36.830803
751152,130.14561
751153,19.181143
751154,23.865337
751155,62.329796
751156,94.94008
751157,107.14975
751158,138.41757
751159,25.466785
751160,32.507812
751161,193.37566
751162,87.34409
751163,44.904358
751164,150.71324
751165,175.80318
751166,58.20323
751167,6.946264
751168,167.51543
751169,37.556026
751170,67.16069
751171,239.93463
751172,37.175293
751173,198.01051
751174,76.34799
751175,127.95771
751176,24.078516
751177,146.37164
751178,68.84265
751179,196.70439
751180,76.88428
751181,13.592365
751182,52.684475
751183,213.49704
751184,57.89898
751185,67.46471
751186,176.60162
751187,190.33852
751188,4.0245757
751189,109.686485
751190,130.98317
751191,7.586803
751192,185.38284
751193,21.221004
751194,168.13129
751195,3.1608856
751196,58.39489
751197,99.475136
751198,113.54536
751199,242.26738
751200,11.007562
751201,40.92435
751202,174.61708
751203,38.733524
751204,26.506783
751205,35.194103
751206,150.99217
751207,148.70584
751208,212.90022
751209,5.6479
751210,121.42238
751211,134.4717
751212,6.167181
751213,83.511734
751214,44.785015
751215,166.79881
751216,23.666115
751217,14.478299
751218,109.83051
751219,108.39087
751220,183.84743
751221,192.48497
751222,47.927933
751223,73.6323
751224,183.30573
751225,13.202035
751226,171.43088
751227,85.08848
751228,27.10686
751229,129.87393
751230,131.93855
751231,72.63565
751232,15.2656975
751233,11.225366
751234,47.691826
751235,12.528862
751236,7.9012437
751237,10.256861
751238,91.91568
751239,16.457535
751240,57.16546
751241,7.982529
751242,27.07853
751243,68.69026
751244,80.440315
751245,92.34155
751246,115.54327
751247,42.704212
751248,27.755262
751249,76.016525
751250,81.3345
751251,19.971113
751252,140.85661
751253,98.77181
751254,16.742733
751255,62.668407
751256,193.15962
751257,42.49629
751258,53.249107
751259,66.811066
751260,194.2198
751261,98.98407
751262,22.559666
751263,12.046719
751264,17.62584
751265,173.46162
751266,19.03052
751267,106.92391
751268,83.181564
751269,13.239004
751270,51.817608
751271,74.1068
751272,146.98886
751273,66.92266
751274,133.49557
751275,33.917095
751276,53.094925
751277,55.082672
751278,66.594635
751279,19.557388
751280,22.955816
751281,34.934753
751282,48.530968
751283,84.78888
751284,4.334804
751285,56.74529
751286,59.523754
751287,57.593334
751288,62.32039
751289,102.36288
751290,41.007164
751291,34.37897
751292,99.97358
751293,62.871925
751294,72.286476
751295,35.226482
751296,163.70822
751297,28.661577
751298,147.22519
751299,192.48978
751300,2.8959444
751301,37.338184
751302,36.12529
751303,148.42616
751304,38.906906
751305,109.13197
751306,13.691404
751307,198.85481
751308,185.13586
751309,17.058046
751310,66.92914
751311,135.16905
751312,40.804493
751313,83.74895
751314,66.89842
751315,89.107956
751316,67.88407
751317,193.7103
751318,91.406425
751319,146.60616
751320,181.99974
751321,59.92715
751322,70.28094
751323,125.523285
751324,140.6751
751325,191.06165
751326,25.914341
751327,31.992918
751328,201.18947
751329,42.28259
751330,157.70801
751331,36.81912
751332,84.17329
751333,99.20311
751334,12.528407
751335,48.65863
751336,168.16756
751337,6.3681445
751338,172.32536
751339,79.33457
751340,118.72708
751341,41.059772
751342,53.385185
751343,97.00883
751344,63.64968
751345,41.686493
751346,107.52929
751347,166.11789
751348,6.212025
751349,108.12206
751350,92.624855
751351,3.797038
751352,163.47234
751353,12.106152
751354,155.31395
751355,111.2209
751356,61.07023
751357,78.12211
751358,232.04817
751359,56.180515
751360,145.60046
751361,64.88408
751362,50.017452
751363,12.894767
751364,82.50235
751365,110.62358
751366,55.70447
751367,155.35892
751368,92.19861
751369,133.08002
751370,87.23825
751371,39.684853
751372,149.87921
751373,154.57771
751374,53.88271
751375,31.898657
751376,99.954704
751377,74.50196
751378,125.06011
751379,188.14983
751380,125.915436
751381,15.977098
751382,14.795768
751383,157.07858
751384,116.30653
751385,60.28214
751386,28.793856
751387,18.131195
751388,88.40372
751389,159.7231
751390,132.2701
751391,220.61967
751392,26.843512
751393,17.247864
751394,49.69466
751395,168.70901
751396,105.766014
751397,117.623795
751398,206.12894
751399,168.84785
751400,10.316021
751401,10.260326
751402,131.26758
751403,98.73217
751404,126.325584
751405,77.65794
751406,97.55426
751407,42.82121
751408,88.535866
751409,23.124989
751410,203.73825
751411,86.455
751412,102.22214
751413,11.350142
751414,162.10468
751415,40.36287
751416,24.545021
751417,24.825226
751418,48.77193
751419,184.96188
751420,60.459282
751421,170.31332
751422,141.52974
751423,198.91693
751424,70.987274
751425,93.54509
751426,29.049936
751427,197.06407
751428,37.719017
751429,128.34387
751430,1.4385302
751431,154.68953
751432,63.997654
751433,132.82481
751434,125.67361
751435,55.81397
751436,213.05124
751437,13.349824
751438,93.00978
751439,57.77596
751440,24.691069
751441,149.64153
751442,30.34521
751443,12.123154
751444,44.02801
751445,133.07812
751446,105.71972
751447,87.95315
751448,12.7264805
751449,38.10157
751450,106.029305
751451,52.046463
751452,47.998077
751453,7.123758
751454,125.601654
751455,51.080273
751456,120.92978
751457,106.136765
751458,2.8473332
751459,149.54097
751460,113.537125
751461,13.601393
751462,28.29865
751463,139.33603
751464,52.611164
751465,85.209526
751466,98.817116
751467,25.732162
751468,172.99448
751469,27.51889
751470,20.161964
751471,147.00655
751472,78.649315
751473,109.4692
751474,19.41622
751475,64.02174
751476,112.2576
751477,39.433468
751478,66.77567
751479,143.93611
751480,85.01813
751481,75.93167
751482,78.98166
751483,38.960445
751484,36.032173
751485,85.922295
751486,11.18875
751487,231.59103
751488,50.802002
751489,190.45377
751490,13.672788
751491,155.75941
751492,107.41133
751493,101.943565
751494,102.71692
751495,104.06864
751496,162.97572
751497,67.46027
751498,207.9844
751499,197.7952
751500,175.49931
751501,56.9714
751502,9.64304
751503,174.84364
751504,20.519512
751505,159.70926
751506,126.34358
751507,23.832644
751508,137.04659
751509,37.11017
751510,122.45822
751511,85.115654
751512,84.641335
751513,168.47276
751514,168.67738
751515,41.309753
751516,26.619997
751517,22.325169
751518,100.82613
751519,43.425972
751520,81.85611
751521,29.72785
751522,97.126
751523,38.87849
751524,110.287224
751525,185.79668
751526,21.743282
751527,105.51944
751528,12.918925
751529,81.807625
751530,118.77872
751531,62.084724
751532,8.099989
751533,66.86625
751534,40.649017
751535,72.18161
751536,7.512374
751537,18.447495
751538,135.08717
751539,22.416504
751540,226.80028
751541,36.797108
751542,168.03645
751543,195.89148
751544,92.33584
751545,96.165375
751546,46.468597
751547,27.796993
751548,2.4097295
751549,208.69437
751550,8.191862
751551,71.293274
751552,120.63559
751553,67.432076
751554,52.573784
751555,49.41051
751556,7.3010316
751557,26.819555
751558,51.87641
751559,51.65417
751560,204.45006
751561,143.81364
751562,62.61497
751563,195.47714
751564,48.73184
751565,26.035734
751566,158.18494
751567,24.631815
751568,166.17581
751569,24.924023
751570,15.737588
751571,117.984215
751572,24.353167
751573,150.46721
751574,94.96215
751575,70.83177
751576,59.456646
751577,76.09954
751578,38.903027
751579,88.048164
751580,23.611513
751581,14.523786
751582,135.3695
751583,47.636707
751584,142.55122
751585,93.18959
751586,13.758336
751587,60.613537
751588,20.931921
751589,164.02629
751590,68.190346
751591,49.0822
751592,252.30206
751593,24.418665
751594,133.26234
751595,47.67845
751596,90.04755
751597,70.42438
751598,91.6584
751599,124.42439
751600,126.90923
751601,93.74722
751602,15.766306
751603,21.85876
751604,83.89182
751605,193.75035
751606,94.94137
751607,128.09381
751608,189.01361
751609,70.83911
751610,64.773834
751611,6.7458234
751612,74.65277
751613,181.90419
751614,41.333553
751615,29.379107
751616,169.11943
751617,106.91766
751618,21.227757
751619,105.34051
751620,106.05539
751621,21.681265
751622,51.724182
751623,93.77544
751624,4.106914
751625,50.053753
751626,8.312885
751627,128.88449
751628,47.12644
751629,95.324554
751630,68.10949
751631,237.8372
751632,77.61164
751633,207.17743
751634,195.04631
751635,242.63766
751636,26.618713
751637,112.1079
751638,97.537315
751639,59.382565
751640,150.99568
751641,80.55184
751642,106.7459
751643,140.12212
751644,9.584117
751645,10.507596
751646,45.995525
751647,151.48347
751648,179.95633
751649,30.370523
751650,70.96294
751651,84.990204
751652,9.6577635
751653,31.84911
751654,92.30199
751655,110.73289
751656,14.14917
751657,109.60211
751658,75.02771
751659,6.695813
751660,38.786026
751661,161.82567
751662,167.06631
751663,141.57092
751664,6.756299
751665,208.10909
751666,96.02177
751667,166.67496
751668,101.61487
751669,189.03229
751670,102.690216
751671,122.59141
751672,54.46342
751673,168.33003
751674,106.324974
751675,182.9473
751676,107.177864
751677,134.51514
751678,11.7248745
751679,13.381872
751680,94.19707
751681,28.111883
751682,25.418993
751683,104.94725
751684,141.83513
751685,11.195217
751686,27.380812
751687,111.06273
751688,232.29863
751689,223.85811
751690,116.87732
751691,77.499115
751692,23.122007
751693,45.082268
751694,119.88978
751695,152.77902
751696,75.08856
751697,125.66103
751698,66.57893
751699,18.214886
751700,173.66954
751701,65.08712
751702,148.72691
751703,157.42992
751704,156.81638
751705,45.911983
751706,55.284378
751707,34.762558
751708,97.529366
751709,47.8356
751710,185.24213
751711,27.890314
751712,167.43994
751713,145.71117
751714,60.49277
751715,69.2062
751716,17.223486
751717,210.94568
751718,163.9633
751719,156.92564
751720,92.50107
751721,125.92217
751722,116.8089
751723,90.53854
751724,152.35127
751725,132.63338
751726,53.82676
751727,149.63638
751728,60.52435
751729,36.079945
751730,4.460997
751731,106.037384
751732,79.24202
751733,41.72023
751734,202.02933
751735,85.65124
751736,172.17726
751737,46.2953
751738,8.995587
751739,206.52403
751740,210.67322
751741,65.29628
751742,60.465397
751743,93.38472
