,id,accident_risk
163,517917,0.3349411
164,517918,0.33679566
165,517919,0.56722
166,517920,0.15266767
167,517921,0.30147284
168,517922,0.4249218
169,517923,0.7168135
170,517924,0.3160123
171,517925,0.3117834
172,517926,0.15265511
173,517927,0.64214754
174,517928,0.24072036
175,517929,0.464791
176,517930,0.26410043
177,517931,0.3590803
178,517932,0.32470417
179,517933,0.37236354
180,517934,0.6555264
181,517935,0.18130982
182,517936,0.68880576
183,517937,0.30968055
184,517938,0.47554606
185,517939,0.47027594
186,517940,0.41712186
187,517941,0.46172798
188,517942,0.3284012
189,517943,0.30840328
190,517944,0.041426715
191,517945,0.30477005
192,517946,0.09457742
193,517947,0.46962142
194,517948,0.58027124
195,517949,0.30355617
196,517950,0.12742749
197,517951,0.34802338
198,517952,0.35632625
199,517953,0.3862019
200,517954,0.30642906
201,517955,0.46774587
202,517956,0.242524
203,517957,0.3426988
204,517958,0.6516343
205,517959,0.2256897
206,517960,0.13118505
207,517961,0.67364305
208,517962,0.32350302
209,517963,0.1374624
210,517964,0.49368694
211,517965,0.34532216
212,517966,0.06942856
213,517967,0.18742344
214,517968,0.70773846
215,517969,0.63254976
216,517970,0.29561883
217,517971,0.27936524
218,517972,0.35658863
219,517973,0.31871676
220,517974,0.44750556
221,517975,0.46990207
222,517976,0.30991447
223,517977,0.08247226
224,517978,0.2628761
225,517979,0.3853424
226,517980,0.27029568
227,517981,0.07092042
228,517982,0.3337235
229,517983,0.27888152
230,517984,0.112384066
231,517985,0.22517727
232,517986,0.18412773
233,517987,0.26185116
234,517988,0.18119939
235,517989,0.6860678
236,517990,0.26513553
237,517991,0.24490523
238,517992,0.33098817
239,517993,0.6363277
240,517994,0.04080637
241,517995,0.5322076
242,517996,0.4484631
243,517997,0.488003
244,517998,0.24788539
245,517999,0.30624744
246,518000,0.49276125
247,518001,0.35968652
248,518002,0.36641395
249,518003,0.535349
250,518004,0.47266987
251,518005,0.28671035
252,518006,0.35961446
253,518007,0.43811095
254,518008,0.17130318
255,518009,0.479134
256,518010,0.67917556
257,518011,0.46612433
258,518012,0.22275057
259,518013,0.417136
260,518014,0.3613032
261,518015,0.04884475
262,518016,0.18904194
263,518017,0.36566615
264,518018,0.46579373
265,518019,0.3638052
266,518020,0.6338621
267,518021,0.14921913
268,518022,0.3932936
269,518023,0.39201665
270,518024,0.12891264
271,518025,0.115750685
272,518026,0.19473605
273,518027,0.53387254
274,518028,0.34120637
275,518029,0.2568814
276,518030,0.6992067
277,518031,0.7153315
278,518032,0.23839265
279,518033,0.34940046
280,518034,0.29547578
281,518035,0.29729438
282,518036,0.49466485
283,518037,0.12851097
284,518038,0.14723474
285,518039,0.28908435
286,518040,0.4166724
287,518041,0.38775563
288,518042,0.26421335
289,518043,0.32817662
290,518044,0.41630873
291,518045,0.3452302
292,518046,0.13730182
293,518047,0.3581081
294,518048,0.36957315
295,518049,0.2363811
296,518050,0.417863
297,518051,0.12539172
298,518052,0.35448137
299,518053,0.33003986
300,518054,0.26955938
301,518055,0.3072338
302,518056,0.41617748
303,518057,0.113957606
304,518058,0.29317516
305,518059,0.28578684
306,518060,0.3322379
307,518061,0.33576497
308,518062,0.6340217
309,518063,0.43575543
310,518064,0.14190955
311,518065,0.31861255
312,518066,0.19197705
313,518067,0.31427503
314,518068,0.69022715
315,518069,0.14948893
316,518070,0.49938914
317,518071,0.17843816
318,518072,0.5445454
319,518073,0.30777025
320,518074,0.41383025
321,518075,0.54999495
322,518076,0.16908589
323,518077,0.21611941
324,518078,0.26209557
325,518079,0.5159683
326,518080,0.37609094
327,518081,0.6438365
328,518082,0.26886207
329,518083,0.30865818
330,518084,0.35908383
331,518085,0.16283478
332,518086,0.279998
333,518087,0.29785693
334,518088,0.36832777
335,518089,0.41035837
336,518090,0.4808547
337,518091,0.30797818
338,518092,0.30944663
339,518093,0.14855433
340,518094,0.49631447
341,518095,0.1641737
342,518096,0.32332316
343,518097,0.27725744
344,518098,0.5460903
345,518099,0.4427452
346,518100,0.30079162
347,518101,0.31293634
348,518102,0.23804559
349,518103,0.18790454
350,518104,0.3586572
351,518105,0.27900326
352,518106,0.47285974
353,518107,0.5614948
354,518108,0.62039554
355,518109,0.34448814
356,518110,0.23524052
357,518111,0.11049954
358,518112,0.32839343
359,518113,0.2024887
360,518114,0.49241364
361,518115,0.29805353
362,518116,0.4766593
363,518117,0.5506724
364,518118,0.38814744
365,518119,0.361902
366,518120,0.083049305
367,518121,0.47670245
368,518122,0.33332473
369,518123,0.49394733
370,518124,0.55357575
371,518125,0.14769255
372,518126,0.19563113
373,518127,0.15367061
374,518128,0.14264682
375,518129,0.2689487
376,518130,0.29474086
377,518131,0.3287294
378,518132,0.22925378
379,518133,0.31398663
380,518134,0.42449722
381,518135,0.17746842
382,518136,0.46819276
383,518137,0.2412599
384,518138,0.22874194
385,518139,0.58563906
386,518140,0.29576635
387,518141,0.62774026
388,518142,0.21899554
389,518143,0.2142781
390,518144,0.36717305
391,518145,0.48178253
392,518146,0.30137655
393,518147,0.31146696
394,518148,0.2979501
395,518149,0.55118215
396,518150,0.28398067
397,518151,0.38934475
398,518152,0.12437774
399,518153,0.35105157
400,518154,0.22449884
401,518155,0.3092122
402,518156,0.22581178
403,518157,0.32967114
404,518158,0.4342009
405,518159,0.1390112
406,518160,0.46918187
407,518161,0.5440278
408,518162,0.51257664
409,518163,0.33385298
410,518164,0.44251436
411,518165,0.0795041
412,518166,0.3002987
413,518167,0.22171792
414,518168,0.4138071
415,518169,0.29788435
416,518170,0.289847
417,518171,0.20400856
418,518172,0.12085877
419,518173,0.44035795
420,518174,0.32667685
421,518175,0.28683996
422,518176,0.26394454
423,518177,0.28635377
424,518178,0.32539743
425,518179,0.49493358
426,518180,0.2437249
427,518181,0.46986765
428,518182,0.44815618
429,518183,0.24469039
430,518184,0.48917556
431,518185,0.47756347
432,518186,0.29646942
433,518187,0.59966695
434,518188,0.4113482
435,518189,0.42999277
436,518190,0.23982832
437,518191,0.4641516
438,518192,0.6120529
439,518193,0.36368123
440,518194,0.7099024
441,518195,0.381364
442,518196,0.22461137
443,518197,0.18918121
444,518198,0.6332178
445,518199,0.6465912
446,518200,0.1468402
447,518201,0.31488615
448,518202,0.17416336
449,518203,0.6591408
450,518204,0.1453396
451,518205,0.19115551
452,518206,0.18866293
453,518207,0.49749807
454,518208,0.3150446
455,518209,0.34466043
456,518210,0.3305858
457,518211,0.32337752
458,518212,0.4530759
459,518213,0.456682
460,518214,0.27889204
461,518215,0.38179597
462,518216,0.5747771
463,518217,0.09241253
464,518218,0.47607592
465,518219,0.17861146
466,518220,0.3540043
467,518221,0.17625386
468,518222,0.36446053
469,518223,0.12602518
470,518224,0.5523331
471,518225,0.5920211
472,518226,0.04851508
473,518227,0.27749544
474,518228,0.27188182
475,518229,0.21242358
476,518230,0.2351402
477,518231,0.110141754
478,518232,0.386132
479,518233,0.3051092
480,518234,0.3384381
481,518235,0.39605922
482,518236,0.12492449
483,518237,0.3026228
484,518238,0.41451073
485,518239,0.23152842
486,518240,0.6648057
487,518241,0.5562569
488,518242,0.2178367
489,518243,0.27799267
490,518244,0.5679844
491,518245,0.46930993
492,518246,0.25486016
493,518247,0.22293654
494,518248,0.30934182
495,518249,0.2666812
496,518250,0.19119656
497,518251,0.38693768
498,518252,0.23530266
499,518253,0.15335123
500,518254,0.36157158
501,518255,0.28443253
502,518256,0.5457684
503,518257,0.21303087
504,518258,0.33532432
505,518259,0.15841824
506,518260,0.33834863
507,518261,0.41491425
508,518262,0.30752295
509,518263,0.31139365
510,518264,0.37484232
511,518265,0.3829153
512,518266,0.6061839
513,518267,0.32216477
514,518268,0.2942272
515,518269,0.36351106
516,518270,0.29930454
517,518271,0.45192587
518,518272,0.4137177
519,518273,0.30831513
520,518274,0.36712933
521,518275,0.514687
522,518276,0.2727514
523,518277,0.37016273
524,518278,0.2246345
525,518279,0.26606816
526,518280,0.4689715
527,518281,0.33032238
528,518282,0.54761225
529,518283,0.26670024
530,518284,0.30108273
531,518285,0.26884905
532,518286,0.055984754
533,518287,0.32548943
534,518288,0.2375513
535,518289,0.46722916
536,518290,0.30603564
537,518291,0.12744667
538,518292,0.19204298
539,518293,0.12570149
540,518294,0.26146117
541,518295,0.35552743
542,518296,0.5621903
543,518297,0.30838296
544,518298,0.5051411
545,518299,0.22974578
546,518300,0.25225246
547,518301,0.2079263
548,518302,0.31872797
549,518303,0.4183436
550,518304,0.12759708
551,518305,0.40732354
552,518306,0.28490075
553,518307,0.56898123
554,518308,0.10797001
555,518309,0.38285846
556,518310,0.3139928
557,518311,0.3131908
558,518312,0.33442798
559,518313,0.18040664
560,518314,0.3313278
561,518315,0.2248463
562,518316,0.26289308
563,518317,0.37237805
564,518318,0.49633202
565,518319,0.48091385
566,518320,0.4438861
567,518321,0.30168352
568,518322,0.16408533
569,518323,0.35681295
570,518324,0.24213384
571,518325,0.5340456
572,518326,0.3229772
573,518327,0.525165
574,518328,0.13032483
575,518329,0.59424233
576,518330,0.16333577
577,518331,0.3426111
578,518332,0.4728151
579,518333,0.24063681
580,518334,0.21369044
581,518335,0.36189586
582,518336,0.31303862
583,518337,0.16555089
584,518338,0.3387225
585,518339,0.23050284
586,518340,0.5660105
587,518341,0.49983037
588,518342,0.3649434
589,518343,0.41417584
590,518344,0.2158218
591,518345,0.3494322
592,518346,0.37330335
593,518347,0.29899472
594,518348,0.29755017
595,518349,0.30331382
596,518350,0.36983898
597,518351,0.42944294
598,518352,0.46899536
599,518353,0.4485698
600,518354,0.35978004
601,518355,0.59590536
602,518356,0.6482012
603,518357,0.29042578
604,518358,0.1834402
605,518359,0.27370584
606,518360,0.5638933
607,518361,0.3987218
608,518362,0.24081744
609,518363,0.37640524
610,518364,0.39196602
611,518365,0.32606646
612,518366,0.4587058
613,518367,0.46936628
614,518368,0.51028776
615,518369,0.4995302
616,518370,0.28537923
617,518371,0.28847688
618,518372,0.63427716
619,518373,0.21163543
620,518374,0.377777
621,518375,0.5525567
622,518376,0.24412367
623,518377,0.29211235
624,518378,0.22050737
625,518379,0.3854299
626,518380,0.42693025
627,518381,0.21932986
628,518382,0.5817305
629,518383,0.56808645
630,518384,0.20873272
631,518385,0.3777619
632,518386,0.27845296
633,518387,0.09270364
634,518388,0.349052
635,518389,0.3502146
636,518390,0.4763878
637,518391,0.30731574
638,518392,0.36816153
639,518393,0.19018145
640,518394,0.0742732
641,518395,0.6367225
642,518396,0.5104571
643,518397,0.539062
644,518398,0.16787308
645,518399,0.2773631
646,518400,0.25263026
647,518401,0.13229877
648,518402,0.37563673
649,518403,0.36822477
650,518404,0.30296677
651,518405,0.49471334
652,518406,0.38989028
653,518407,0.30900648
654,518408,0.15712678
655,518409,0.30561528
656,518410,0.34786388
657,518411,0.6580449
658,518412,0.35622132
659,518413,0.17542689
660,518414,0.4612373
661,518415,0.17765465
662,518416,0.16473307
663,518417,0.73843724
664,518418,0.3262167
665,518419,0.32851443
666,518420,0.32940692
667,518421,0.23391694
668,518422,0.31921524
669,518423,0.34510067
670,518424,0.07717623
671,518425,0.29714802
672,518426,0.29786363
673,518427,0.47192088
674,518428,0.10383089
675,518429,0.22421415
676,518430,0.31644145
677,518431,0.29381767
678,518432,0.6391526
679,518433,0.24859096
680,518434,0.3006402
681,518435,0.3838469
682,518436,0.55695486
683,518437,0.34327182
684,518438,0.48271438
685,518439,0.16269308
686,518440,0.23213877
687,518441,0.3925669
688,518442,0.3839104
689,518443,0.31592026
690,518444,0.7327853
691,518445,0.17666402
692,518446,0.3134214
693,518447,0.47910294
694,518448,0.28570628
695,518449,0.44407466
696,518450,0.18809448
697,518451,0.43191057
698,518452,0.59264463
699,518453,0.5423375
700,518454,0.43109483
701,518455,0.5645432
702,518456,0.29693848
703,518457,0.63772064
704,518458,0.56639284
705,518459,0.04630008
706,518460,0.66424865
707,518461,0.13599713
708,518462,0.18355659
709,518463,0.38977176
710,518464,0.5941842
711,518465,0.31682652
712,518466,0.36519623
713,518467,0.32806364
714,518468,0.7128894
715,518469,0.40162036
716,518470,0.23433279
717,518471,0.30375904
718,518472,0.29697055
719,518473,0.1742451
720,518474,0.3225375
721,518475,0.11531133
722,518476,0.27345255
723,518477,0.4246756
724,518478,0.39072698
725,518479,0.17674287
726,518480,0.44112393
727,518481,0.49872106
728,518482,0.33830518
729,518483,0.475082
730,518484,0.31181931
731,518485,0.19322254
732,518486,0.40543646
733,518487,0.52104807
734,518488,0.15095374
735,518489,0.21977231
736,518490,0.22587305
737,518491,0.5184707
738,518492,0.28921044
739,518493,0.23693533
740,518494,0.1102566
741,518495,0.2348554
742,518496,0.21320052
743,518497,0.41212055
744,518498,0.23338734
745,518499,0.11399799
746,518500,0.27907193
747,518501,0.54374343
748,518502,0.13468641
749,518503,0.4369888
750,518504,0.46767467
751,518505,0.14722037
752,518506,0.36386174
753,518507,0.5246836
754,518508,0.28318378
755,518509,0.27067277
756,518510,0.13702568
757,518511,0.53742003
758,518512,0.12581842
759,518513,0.32387426
760,518514,0.28672978
761,518515,0.21651116
762,518516,0.13138668
763,518517,0.363628
764,518518,0.3381715
765,518519,0.15438521
766,518520,0.5883143
767,518521,0.2036291
768,518522,0.14784417
769,518523,0.5604688
770,518524,0.2093666
771,518525,0.26205724
772,518526,0.41524178
773,518527,0.34647864
774,518528,0.5275533
775,518529,0.24043058
776,518530,0.3596382
777,518531,0.19178453
778,518532,0.28358865
779,518533,0.18407157
780,518534,0.5697376
781,518535,0.29434407
782,518536,0.3799974
783,518537,0.30185765
784,518538,0.4440912
785,518539,0.60216826
786,518540,0.45026246
787,518541,0.48919854
788,518542,0.067649156
789,518543,0.25557715
790,518544,0.078896455
791,518545,0.32434994
792,518546,0.35072756
793,518547,0.10206184
794,518548,0.3692733
795,518549,0.2221623
796,518550,0.086663716
797,518551,0.3167197
798,518552,0.52019477
799,518553,0.49688914
800,518554,0.46423206
801,518555,0.63102734
802,518556,0.3532118
803,518557,0.23940973
804,518558,0.41204304
805,518559,0.21351582
806,518560,0.28107342
807,518561,0.12287579
808,518562,0.25418803
809,518563,0.54649043
810,518564,0.28685308
811,518565,0.2950723
812,518566,0.43547282
813,518567,0.30427212
814,518568,0.23704487
815,518569,0.6305523
816,518570,0.39517477
817,518571,0.16861083
818,518572,0.38239098
819,518573,0.33845788
820,518574,0.63174915
821,518575,0.31442955
822,518576,0.4153491
823,518577,0.34305128
824,518578,0.33593586
825,518579,0.36334696
826,518580,0.41973388
827,518581,0.3665852
828,518582,0.12794901
829,518583,0.20412421
830,518584,0.24553916
831,518585,0.21255983
832,518586,0.67079204
833,518587,0.24295273
834,518588,0.62648654
835,518589,0.26974434
836,518590,0.7034756
837,518591,0.604338
838,518592,0.5619654
839,518593,0.43440524
840,518594,0.50626576
841,518595,0.36056826
842,518596,0.38039118
843,518597,0.21860182
844,518598,0.5510767
845,518599,0.16559662
846,518600,0.53175503
847,518601,0.3446587
848,518602,0.36915362
849,518603,0.41320398
850,518604,0.1269769
851,518605,0.4202204
852,518606,0.28779274
853,518607,0.49605107
854,518608,0.22814459
855,518609,0.1693447
856,518610,0.2957027
857,518611,0.2884121
858,518612,0.5421467
859,518613,0.13965946
860,518614,0.20666802
861,518615,0.30895913
862,518616,0.70168686
863,518617,0.28573513
864,518618,0.16265546
865,518619,0.30872148
866,518620,0.0551414
867,518621,0.4902827
868,518622,0.254986
869,518623,0.29884827
870,518624,0.29859716
871,518625,0.18152028
872,518626,0.3257609
873,518627,0.1307827
874,518628,0.32813752
875,518629,0.36832026
876,518630,0.6772889
877,518631,0.10512936
878,518632,0.31315494
879,518633,0.13286792
880,518634,0.6865282
881,518635,0.095952675
882,518636,0.25471434
883,518637,0.30910817
884,518638,0.13942079
885,518639,0.5011938
886,518640,0.5581708
887,518641,0.10815316
888,518642,0.17246337
889,518643,0.3424517
890,518644,0.6292783
891,518645,0.2492178
892,518646,0.20395803
893,518647,0.08742504
894,518648,0.23819639
895,518649,0.4355209
896,518650,0.4498025
897,518651,0.31679353
898,518652,0.35079926
899,518653,0.18464983
900,518654,0.41198972
901,518655,0.36504176
902,518656,0.402043
903,518657,0.13127379
904,518658,0.14374293
905,518659,0.73198694
906,518660,0.32225183
907,518661,0.24606495
908,518662,0.16741367
909,518663,0.30175123
910,518664,0.37550244
911,518665,0.37123758
912,518666,0.14379308
913,518667,0.6504237
914,518668,0.387228
915,518669,0.3261063
916,518670,0.44705492
917,518671,0.4960007
918,518672,0.6062482
919,518673,0.3597854
920,518674,0.104430884
921,518675,0.33844614
922,518676,0.27872613
923,518677,0.1319876
924,518678,0.22433566
925,518679,0.30259442
926,518680,0.35769355
927,518681,0.4741209
928,518682,0.24167779
929,518683,0.36654133
930,518684,0.5819443
931,518685,0.3216045
932,518686,0.21985775
933,518687,0.45518634
934,518688,0.048422024
935,518689,0.2645856
936,518690,0.26310742
937,518691,0.40842557
938,518692,0.20079912
939,518693,0.47262308
940,518694,0.1822053
941,518695,0.17421131
942,518696,0.16707174
943,518697,0.28269252
944,518698,0.2685042
945,518699,0.52021444
946,518700,0.27342847
947,518701,0.41427073
948,518702,0.36569673
949,518703,0.1845757
950,518704,0.36188313
951,518705,0.54362726
952,518706,0.45078045
953,518707,0.3418047
954,518708,0.22489808
955,518709,0.12646742
956,518710,0.481652
957,518711,0.39118055
958,518712,0.12656835
959,518713,0.18870534
960,518714,0.29613006
961,518715,0.61623496
962,518716,0.2767281
963,518717,0.054988813
964,518718,0.22166382
965,518719,0.33951578
966,518720,0.3337404
967,518721,0.6457554
968,518722,0.3681031
969,518723,0.25167653
970,518724,0.4481646
971,518725,0.13011524
972,518726,0.31689233
973,518727,0.21515304
974,518728,0.35452697
975,518729,0.36665937
976,518730,0.341885
977,518731,0.5299299
978,518732,0.53332937
979,518733,0.058815647
980,518734,0.6104933
981,518735,0.5026273
982,518736,0.1821681
983,518737,0.5915637
984,518738,0.23947825
985,518739,0.3859133
986,518740,0.6549804
987,518741,0.64923644
988,518742,0.15168709
989,518743,0.38254112
990,518744,0.21774083
991,518745,0.55951726
992,518746,0.46656758
993,518747,0.24412587
994,518748,0.4338941
995,518749,0.33177075
996,518750,0.22374375
997,518751,0.24481532
998,518752,0.12357639
999,518753,0.47441748
1000,518754,0.6528086
1001,518755,0.12291217
1002,518756,0.3277932
1003,518757,0.18960775
1004,518758,0.50711226
1005,518759,0.30978844
1006,518760,0.15140107
1007,518761,0.31143194
1008,518762,0.39235172
1009,518763,0.047762852
1010,518764,0.3003776
1011,518765,0.30216318
1012,518766,0.44835344
1013,518767,0.3369721
1014,518768,0.26135814
1015,518769,0.3105119
1016,518770,0.4886135
1017,518771,0.18642741
1018,518772,0.15404983
1019,518773,0.29894698
1020,518774,0.07035131
1021,518775,0.37292087
1022,518776,0.5127987
1023,518777,0.5508383
1024,518778,0.31261155
1025,518779,0.28717098
1026,518780,0.116927415
1027,518781,0.4961801
1028,518782,0.26647148
1029,518783,0.28185335
1030,518784,0.24620885
1031,518785,0.5408491
1032,518786,0.29659602
1033,518787,0.20576993
1034,518788,0.31091958
1035,518789,0.8362948
1036,518790,0.4080789
1037,518791,0.16900982
1038,518792,0.115302876
1039,518793,0.52728707
1040,518794,0.511133
1041,518795,0.37033084
1042,518796,0.37212956
1043,518797,0.28791854
1044,518798,0.065021016
1045,518799,0.18054232
1046,518800,0.55793506
1047,518801,0.39407915
1048,518802,0.31451204
1049,518803,0.7389448
1050,518804,0.28479472
1051,518805,0.33117816
1052,518806,0.32258552
1053,518807,0.2659662
1054,518808,0.028532742
1055,518809,0.6121535
1056,518810,0.33153012
1057,518811,0.37670597
1058,518812,0.30229652
1059,518813,0.38563767
1060,518814,0.56318206
1061,518815,0.24148689
1062,518816,0.48228285
1063,518817,0.55074644
1064,518818,0.49308395
1065,518819,0.20410009
1066,518820,0.3016831
1067,518821,0.30992123
1068,518822,0.42207608
1069,518823,0.33389613
1070,518824,0.7724109
1071,518825,0.3999553
1072,518826,0.18356739
1073,518827,0.30187514
1074,518828,0.18538718
1075,518829,0.26663524
1076,518830,0.18056603
1077,518831,0.26911572
1078,518832,0.19118704
1079,518833,0.6954908
1080,518834,0.36819977
1081,518835,0.6211575
1082,518836,0.40889907
1083,518837,0.4409046
1084,518838,0.12794349
1085,518839,0.46685523
1086,518840,0.3321903
1087,518841,0.46843907
1088,518842,0.3989153
1089,518843,0.81255317
1090,518844,0.30847764
1091,518845,0.240629
1092,518846,0.3486318
1093,518847,0.28190735
1094,518848,0.33700046
1095,518849,0.17885321
1096,518850,0.4185531
1097,518851,0.517757
1098,518852,0.34622002
1099,518853,0.372382
1100,518854,0.3161121
1101,518855,0.4695971
1102,518856,0.11765148
1103,518857,0.62231636
1104,518858,0.2895788
1105,518859,0.31086084
1106,518860,0.3688347
1107,518861,0.4259029
1108,518862,0.36803156
1109,518863,0.27178565
1110,518864,0.35979906
1111,518865,0.4563443
1112,518866,0.1704527
1113,518867,0.32746845
1114,518868,0.4840233
1115,518869,0.28892577
1116,518870,0.40535435
1117,518871,0.19969223
1118,518872,0.5738174
1119,518873,0.40745634
1120,518874,0.46429065
1121,518875,0.5526724
1122,518876,0.73462284
1123,518877,0.40622714
1124,518878,0.50194484
1125,518879,0.7290329
1126,518880,0.5143861
1127,518881,0.3300728
1128,518882,0.63308036
1129,518883,0.4118994
1130,518884,0.36561877
1131,518885,0.2229863
1132,518886,0.13075697
1133,518887,0.30608293
1134,518888,0.32863358
1135,518889,0.4708718
1136,518890,0.40900958
1137,518891,0.39227504
1138,518892,0.30503908
1139,518893,0.16984807
1140,518894,0.5774616
1141,518895,0.4762667
1142,518896,0.6572597
1143,518897,0.24681094
1144,518898,0.36730093
1145,518899,0.5234718
1146,518900,0.18424591
1147,518901,0.5939468
1148,518902,0.35556632
1149,518903,0.57090074
1150,518904,0.38898817
1151,518905,0.28136215
1152,518906,0.64943206
1153,518907,0.28944695
1154,518908,0.4831052
1155,518909,0.30116287
1156,518910,0.45428753
1157,518911,0.41669598
1158,518912,0.52888775
1159,518913,0.46744126
1160,518914,0.26160368
1161,518915,0.37138587
1162,518916,0.6946547
1163,518917,0.3778097
1164,518918,0.32041514
1165,518919,0.088101216
1166,518920,0.14034814
1167,518921,0.21855368
1168,518922,0.11105728
1169,518923,0.50041443
1170,518924,0.26753676
1171,518925,0.13222958
1172,518926,0.25288928
1173,518927,0.2803045
1174,518928,0.45151198
1175,518929,0.18361542
1176,518930,0.3182308
1177,518931,0.57864445
1178,518932,0.47713864
1179,518933,0.33208156
1180,518934,0.32955435
1181,518935,0.40174884
1182,518936,0.54756474
1183,518937,0.20022097
1184,518938,0.2489053
1185,518939,0.32983315
1186,518940,0.4810151
1187,518941,0.58653384
1188,518942,0.4953667
1189,518943,0.11365315
1190,518944,0.19024718
1191,518945,0.2893184
1192,518946,0.1906083
1193,518947,0.40835682
1194,518948,0.30036893
1195,518949,0.47663727
1196,518950,0.2933298
1197,518951,0.11403744
1198,518952,0.08598025
1199,518953,0.12215789
1200,518954,0.26138043
1201,518955,0.26953018
1202,518956,0.0668492
1203,518957,0.5077652
1204,518958,0.43568957
1205,518959,0.08238635
1206,518960,0.24783629
1207,518961,0.5462418
1208,518962,0.22412476
1209,518963,0.2329088
1210,518964,0.29213768
1211,518965,0.50851834
1212,518966,0.3088841
1213,518967,0.29659522
1214,518968,0.2442014
1215,518969,0.34574816
1216,518970,0.21777937
1217,518971,0.8165485
1218,518972,0.3430974
1219,518973,0.33113182
1220,518974,0.4102581
1221,518975,0.2447525
1222,518976,0.4159822
1223,518977,0.35891375
1224,518978,0.21390565
1225,518979,0.4428551
1226,518980,0.09155957
1227,518981,0.3160366
1228,518982,0.32629374
1229,518983,0.43177727
1230,518984,0.20194507
1231,518985,0.36583105
1232,518986,0.06692511
1233,518987,0.28406003
1234,518988,0.16250125
1235,518989,0.17244372
1236,518990,0.45096856
1237,518991,0.34957466
1238,518992,0.475954
1239,518993,0.3233979
1240,518994,0.7407398
1241,518995,0.5028174
1242,518996,0.35669586
1243,518997,0.29764572
1244,518998,0.50952566
1245,518999,0.40872574
1246,519000,0.41484445
1247,519001,0.3615145
1248,519002,0.18956435
1249,519003,0.45197773
1250,519004,0.15150206
