id,Listening_Time_minutes
750231,27.20259
750232,52.11845
750233,72.283615
750234,24.199694
750235,18.92143
750236,43.21773
750237,34.579834
750238,26.614923
750239,20.565405
750240,89.831764
750241,77.7284
750242,17.222162
750243,32.855072
750244,18.06851
750245,47.01892
750246,50.301888
750247,96.90689
750248,15.146965
750249,82.03676
750250,53.602947
750251,32.66852
750252,40.99337
750253,77.62788
750254,48.502502
750255,26.883793
750256,47.67269
750257,34.83808
750258,8.6148815
750259,23.490162
750260,37.410667
750261,51.35008
750262,57.84474
750263,57.995018
750264,28.75278
750265,78.65336
750266,14.365511
750267,15.67018
750268,4.621979
750269,6.01295
750270,43.573654
750271,58.859238
750272,2.3117943
750273,30.32852
750274,47.42386
750275,60.7172
750276,56.744442
750277,10.83822
750278,41.06622
750279,19.580095
750280,56.466183
750281,48.53709
750282,59.63197
750283,71.053894
750284,47.467766
750285,35.10527
750286,4.8330865
750287,78.681595
750288,35.212585
750289,6.358609
750290,59.685722
750291,56.306423
750292,77.287865
750293,76.759056
750294,66.91816
750295,51.264908
750296,31.800316
750297,9.680498
750298,49.924217
750299,85.17073
750300,53.42305
750301,15.364728
750302,34.361637
750303,16.742874
750304,49.173923
750305,78.50485
750306,60.517307
750307,15.609488
750308,61.806118
750309,16.657738
750310,10.153463
750311,60.03649
750312,57.527203
750313,76.749855
750314,64.78193
750315,5.3484173
750316,83.113815
750317,44.764668
750318,22.077747
750319,24.227537
750320,42.47288
750321,33.182457
750322,47.431915
750323,71.350395
750324,74.40622
750325,56.409733
750326,33.041008
750327,47.825684
750328,21.625288
750329,66.48475
750330,76.28833
750331,31.785357
750332,19.436867
750333,13.553135
750334,28.275625
750335,56.218075
750336,36.95507
750337,82.29188
750338,35.831715
750339,77.78816
750340,35.49066
750341,15.429979
750342,37.008503
750343,16.6817
750344,25.421577
750345,48.919765
750346,71.99532
750347,95.81564
750348,58.66564
750349,16.80903
750350,83.54867
750351,24.144344
750352,72.36063
750353,46.93643
750354,60.80439
750355,41.10456
750356,96.263435
750357,41.22932
750358,70.25063
750359,71.80789
750360,65.16765
750361,45.795685
750362,15.791254
750363,67.66843
750364,32.82775
750365,86.55086
750366,54.26755
750367,67.47433
750368,72.70507
750369,59.219704
750370,75.91132
750371,19.20167
750372,48.61825
750373,20.894316
750374,57.872562
750375,43.65864
750376,16.622162
750377,69.22879
750378,47.28788
750379,10.42748
750380,20.455164
750381,16.80993
750382,77.3744
750383,57.708973
750384,79.479294
750385,39.598583
750386,42.6197
750387,8.921058
750388,24.253405
750389,21.851696
750390,51.10868
750391,20.037724
750392,76.65417
750393,9.975928
750394,59.287334
750395,57.004696
750396,42.723766
750397,15.214673
750398,74.32413
750399,35.17429
750400,18.088402
750401,76.10925
750402,88.633
750403,20.270706
750404,19.848515
750405,19.516296
750406,21.669567
750407,39.87513
750408,68.89673
750409,18.721622
750410,52.232525
750411,36.023773
750412,26.111229
750413,35.1684
750414,52.43776
750415,71.05874
750416,76.99571
750417,69.80751
750418,33.875042
750419,32.315163
750420,55.44244
750421,52.772995
750422,7.7535295
750423,48.106533
750424,50.058556
750425,75.96648
750426,69.676956
750427,4.5886664
750428,97.51618
750429,-0.12371179
750430,63.139336
750431,47.733288
750432,47.599518
750433,24.310734
750434,7.9287558
750435,75.54617
750436,57.611652
750437,43.02927
750438,49.77968
750439,16.253967
750440,47.764244
750441,0.84739643
750442,74.002716
750443,71.88445
750444,39.392086
750445,79.524826
750446,51.591743
750447,69.075935
750448,49.411945
750449,22.466927
750450,74.14204
750451,81.98991
750452,77.27787
750453,21.376097
750454,41.958202
750455,65.98348
750456,8.763968
750457,28.298405
750458,46.829914
750459,19.335943
750460,11.589784
750461,79.520065
750462,52.20097
750463,95.317986
750464,38.013435
750465,75.54492
750466,6.031672
750467,42.772484
750468,48.194916
750469,16.75747
750470,56.915417
750471,19.93386
750472,48.470745
750473,13.766267
750474,28.423119
750475,1.6906775
750476,15.955296
750477,0.39529085
750478,35.8916
750479,15.879571
750480,4.752291
750481,51.546467
750482,78.8121
750483,71.58884
750484,75.05783
750485,26.763357
750486,68.07077
750487,74.300514
750488,28.263386
750489,80.799835
750490,57.856503
750491,33.808926
750492,55.970787
750493,27.556618
750494,92.735916
750495,41.879154
750496,83.36803
750497,32.473896
750498,2.6345253
750499,68.46158
750500,34.713005
750501,11.027993
750502,62.84684
750503,49.046627
750504,69.87609
750505,64.73289
750506,61.652348
750507,7.9435244
750508,5.062949
750509,37.453217
750510,64.259766
750511,35.501804
750512,4.6456614
750513,28.494728
750514,61.89184
750515,4.1735334
750516,0.79853904
750517,50.535603
750518,78.71751
750519,67.26697
750520,27.966494
750521,98.03644
750522,50.16628
750523,6.3667803
750524,68.109856
750525,28.977592
750526,48.264122
750527,12.041143
750528,70.57703
750529,91.15918
750530,35.695034
750531,38.330574
750532,51.36463
750533,55.21831
750534,27.04467
750535,1.8723013
750536,8.261508
750537,44.79795
750538,72.14957
750539,67.03066
750540,27.925945
750541,46.819164
750542,89.745285
750543,70.780205
750544,24.63827
750545,62.585163
750546,61.211586
750547,51.936436
750548,39.545277
750549,64.8817
750550,43.153374
750551,79.65976
750552,51.662178
750553,23.225836
750554,41.652836
750555,45.63468
750556,32.55873
750557,68.4133
750558,28.697996
750559,60.151352
750560,5.6072946
750561,55.999157
750562,100.90736
750563,80.319695
750564,7.096011
750565,51.51484
750566,30.34904
750567,94.21986
750568,49.050953
750569,88.2152
750570,21.532318
750571,63.607037
750572,10.154488
750573,67.65616
750574,100.39156
750575,69.828415
750576,67.72863
750577,69.52276
750578,57.1851
750579,58.090103
750580,18.283882
750581,54.541725
750582,54.132618
750583,7.4841857
750584,51.71487
750585,66.57644
750586,80.49888
750587,46.592316
750588,47.662033
750589,53.800133
750590,28.77224
750591,28.856833
750592,66.84316
750593,67.94683
750594,25.698685
750595,59.87212
750596,70.76721
750597,73.26416
750598,26.877459
750599,79.55847
750600,47.566868
750601,48.345287
750602,32.54954
750603,72.62298
750604,19.12184
750605,23.057518
750606,50.48297
750607,81.54298
750608,22.856112
750609,43.04923
750610,39.846863
750611,63.64616
750612,44.397686
750613,48.44704
750614,12.013276
750615,74.299255
750616,30.660404
750617,82.403305
750618,54.164494
750619,74.729324
750620,8.95808
750621,60.614403
750622,18.807426
750623,58.585854
750624,58.102436
750625,78.89505
750626,11.13533
750627,29.40879
750628,71.64439
750629,31.96946
750630,9.36335
750631,19.645823
750632,72.4488
750633,45.553123
750634,81.83872
750635,75.95297
750636,42.114048
750637,49.14298
750638,17.683376
750639,77.05273
750640,60.06586
750641,33.440468
750642,76.613396
750643,28.646467
750644,82.2159
750645,62.96592
750646,17.25718
750647,58.946182
750648,63.788578
750649,71.483025
750650,67.46645
750651,41.66158
750652,65.8101
750653,16.717356
750654,1.7472256
750655,56.044975
750656,18.804699
750657,19.372015
750658,57.86106
750659,43.794395
750660,55.425396
750661,16.355848
750662,101.80319
750663,32.7678
750664,59.85788
750665,40.385017
750666,34.31968
750667,67.27796
750668,17.41524
750669,21.27696
750670,58.784306
750671,67.72129
750672,25.273172
750673,35.111702
750674,62.108505
750675,21.311766
750676,91.00759
750677,89.09909
750678,73.7564
750679,15.007812
750680,30.521936
750681,6.1995835
750682,60.28918
750683,59.32654
750684,49.09227
750685,49.953995
750686,8.026403
750687,54.141228
750688,87.21026
750689,14.60517
750690,4.062163
750691,13.663521
750692,49.116917
750693,64.02994
750694,14.519035
750695,23.036568
750696,67.74211
750697,91.99268
750698,23.940441
750699,45.62123
750700,57.067204
750701,62.859005
750702,50.056915
750703,44.24759
750704,70.93467
750705,58.950706
750706,46.520397
750707,36.377293
750708,69.319046
750709,36.308437
750710,75.47932
750711,28.191004
750712,25.317781
750713,12.173998
750714,70.332
750715,61.764786
750716,56.822315
750717,86.35033
750718,83.61569
750719,17.336668
750720,82.08445
750721,72.19712
750722,38.23864
750723,19.158865
750724,11.465772
750725,5.2047615
750726,70.936356
750727,52.503754
750728,47.231766
750729,67.95114
750730,79.92309
750731,55.634243
750732,21.14451
750733,17.620523
750734,47.032143
750735,78.26058
750736,63.37833
750737,49.024704
750738,31.875235
750739,62.899086
750740,18.116148
750741,67.17484
750742,43.92786
750743,63.838184
750744,47.013847
750745,68.4833
750746,56.892494
750747,19.104942
750748,58.105877
750749,20.01865
750750,7.7731333
750751,46.990322
750752,10.1846895
750753,45.1856
750754,66.10106
750755,36.207684
750756,63.311657
750757,25.14362
750758,33.896408
750759,64.1613
750760,96.84952
750761,33.043568
750762,71.57344
750763,38.14218
750764,8.970199
750765,36.49413
750766,-0.44412076
750767,54.923042
750768,33.73019
750769,15.7042055
750770,80.92483
750771,47.723434
750772,64.39435
750773,62.879204
750774,5.284167
750775,72.46393
750776,28.06091
750777,62.75617
750778,69.77283
750779,6.916864
750780,46.095684
750781,45.28878
750782,34.726406
750783,16.918337
750784,36.882923
750785,6.8258615
750786,45.01315
750787,31.57551
750788,39.424053
750789,55.591446
750790,10.516426
750791,25.488546
750792,15.318613
750793,7.896266
750794,66.880516
750795,44.059177
750796,70.11725
750797,52.150017
750798,18.651722
750799,11.876348
750800,21.82518
750801,15.717905
750802,38.56588
750803,89.76991
750804,88.44908
750805,65.038216
750806,54.403763
750807,48.20262
750808,79.90344
750809,41.493286
750810,28.211344
750811,39.47939
750812,69.51768
750813,46.65099
750814,24.172232
750815,44.42215
750816,67.37756
750817,63.728275
750818,11.185285
750819,49.56592
750820,45.10897
750821,40.97974
750822,13.429275
750823,53.156273
750824,63.313576
750825,79.826164
750826,88.199265
750827,0.26069742
750828,75.33706
750829,56.153786
750830,59.939846
750831,45.430363
750832,57.58014
750833,30.284933
750834,98.9892
750835,17.419434
750836,70.72921
750837,43.456512
750838,76.63205
750839,64.57514
750840,95.324
750841,83.453384
750842,76.02767
750843,11.336774
750844,33.760387
750845,33.814465
750846,90.12704
750847,71.78753
750848,3.8222349
750849,21.007347
750850,90.12519
750851,46.738525
750852,3.3419795
750853,79.76773
750854,58.255383
750855,54.09944
750856,48.460365
750857,39.794785
750858,73.49034
750859,28.026434
750860,34.73593
750861,31.582108
750862,47.92652
750863,61.328045
750864,31.651588
750865,65.07909
750866,52.970787
750867,5.1413536
750868,60.183186
750869,68.358055
750870,45.411564
750871,25.182543
750872,78.90787
750873,40.478638
750874,72.79252
750875,15.379346
750876,43.891155
750877,54.708126
750878,52.990276
750879,36.407776
750880,19.857258
750881,8.885765
750882,13.459229
750883,69.84415
750884,49.09107
750885,47.334564
750886,63.496544
750887,15.956664
750888,81.31427
750889,21.090263
750890,42.84196
750891,50.539104
750892,94.88947
750893,20.397015
750894,55.788525
750895,48.960728
750896,31.726131
750897,66.706894
750898,66.186874
750899,71.19773
750900,3.0028718
750901,0.11988422
750902,82.11161
750903,4.082732
750904,16.398266
750905,52.516514
750906,42.676884
750907,46.434574
750908,77.52244
750909,54.975925
750910,55.558468
750911,50.183064
750912,19.857752
750913,53.322594
750914,41.889805
750915,19.21505
750916,26.712534
750917,51.86484
750918,35.041363
750919,27.341814
750920,64.42234
750921,17.472878
750922,51.349186
750923,19.755953
750924,93.05254
750925,55.14295
750926,68.99467
750927,50.9729
750928,46.615078
750929,89.311035
750930,35.51413
750931,58.071045
750932,54.523262
750933,74.190125
750934,37.517227
750935,32.78076
750936,17.969683
750937,75.76915
750938,79.73367
750939,85.80498
750940,92.244095
750941,49.56883
750942,54.900906
750943,76.650856
750944,0.38195664
750945,32.544434
750946,54.796024
750947,52.286793
750948,65.765175
750949,26.85636
750950,3.607137
750951,71.60836
750952,28.811998
750953,20.918484
750954,77.71033
750955,25.61045
750956,71.92037
750957,70.26192
750958,68.86786
750959,66.47609
750960,65.42517
750961,67.72728
750962,7.166591
750963,43.55546
750964,69.77021
750965,64.22512
750966,91.8736
750967,23.008759
750968,20.30195
750969,20.651415
750970,61.37597
750971,45.957863
750972,64.67984
750973,26.084078
750974,25.708536
750975,48.758797
750976,51.536423
750977,66.69042
750978,8.718703
750979,67.348366
750980,47.265747
750981,28.417591
750982,70.75157
750983,12.35615
750984,31.368961
750985,83.59884
750986,66.1537
750987,56.221058
750988,52.623936
750989,67.68422
750990,77.98354
750991,93.35198
750992,82.77257
750993,40.50898
750994,79.447914
750995,67.15852
750996,9.394317
750997,51.142414
750998,86.665054
750999,58.513752
751000,87.74113
751001,54.58017
751002,66.61774
751003,76.828606
751004,76.26011
751005,67.448044
751006,85.392525
751007,54.982506
751008,56.604763
751009,21.529852
751010,70.108734
751011,42.388134
751012,34.288303
751013,32.24493
751014,66.73452
751015,96.36366
751016,17.973457
751017,88.38403
751018,83.97611
751019,63.765076
751020,15.402099
751021,16.077072
751022,63.47134
751023,49.860855
751024,70.588585
751025,86.503746
751026,65.25776
751027,74.71273
751028,73.568886
751029,7.911189
751030,40.574505
751031,75.96822
751032,15.923321
751033,44.711178
751034,49.109924
751035,7.658302
751036,76.33418
751037,60.162674
751038,8.807327
751039,75.3659
751040,50.061794
751041,9.310332
751042,75.34613
751043,75.230255
751044,23.191242
751045,62.996395
751046,57.07206
751047,15.837659
751048,55.655632
751049,57.171463
751050,36.70443
751051,11.554715
751052,34.382244
751053,27.488037
751054,60.065323
751055,37.82376
751056,53.514214
751057,91.92064
751058,37.980743
751059,79.61451
751060,53.399624
751061,42.402927
751062,57.761703
751063,15.799834
751064,12.756658
751065,49.93493
751066,20.40974
751067,35.775963
751068,13.41612
751069,45.040184
751070,105.45001
751071,57.36301
751072,72.09139
751073,61.4238
751074,50.78832
751075,47.829216
751076,50.33248
751077,8.685023
751078,38.342293
751079,6.712423
751080,4.050179
751081,64.93208
751082,66.00062
751083,48.887733
751084,42.87821
751085,2.063609
751086,6.734297
751087,2.8175488
751088,68.65651
751089,29.599287
751090,71.596535
751091,19.83212
751092,49.023766
751093,60.976555
751094,69.345024
751095,81.27202
751096,72.639244
751097,70.64884
751098,40.04758
751099,20.53655
751100,24.9273
751101,40.096836
751102,20.45102
751103,68.73413
751104,16.805466
751105,34.2293
751106,-0.24203593
751107,53.035034
751108,53.831413
751109,21.080626
751110,84.15066
751111,75.11043
751112,21.39202
751113,59.92541
751114,16.017006
751115,6.576057
751116,85.69712
751117,84.86946
751118,85.230225
751119,81.06775
751120,81.08779
751121,27.199305
751122,40.567055
751123,20.638578
751124,48.737755
751125,15.174049
751126,57.939053
751127,58.548214
751128,69.56975
751129,5.2316146
751130,54.634922
751131,53.4755
751132,39.36762
751133,36.318924
751134,46.004673
751135,27.96317
751136,31.442392
751137,54.60177
751138,47.714973
751139,58.94287
751140,6.456931
751141,10.007146
751142,18.478285
751143,36.478367
751144,84.41582
751145,31.318636
751146,31.512867
751147,41.917274
751148,15.237559
751149,73.49777
751150,90.44738
751151,84.68345
751152,78.11965
751153,64.76219
751154,36.629585
751155,81.68176
751156,71.98524
751157,55.01739
751158,48.41589
751159,41.79944
751160,83.52769
751161,37.89788
751162,89.43096
751163,4.4143944
751164,62.837257
751165,59.99659
751166,67.81064
751167,14.382786
751168,7.23917
751169,103.01647
751170,88.70129
751171,80.154335
751172,38.7391
751173,64.026146
751174,7.927804
751175,7.0489492
751176,61.895813
751177,9.767646
751178,31.601713
751179,20.449453
751180,32.35417
751181,79.6997
751182,84.80041
751183,39.00703
751184,2.9106526
751185,61.422615
751186,25.956755
751187,22.040634
751188,35.350845
751189,14.358493
751190,74.07052
751191,84.388794
751192,38.0075
751193,30.678299
751194,86.180534
751195,36.901127
751196,50.958023
751197,68.66525
751198,55.666454
751199,69.33632
751200,75.24871
751201,70.438934
751202,50.90666
751203,10.05151
751204,66.88142
751205,15.452047
751206,34.454903
751207,14.796191
751208,21.03137
751209,11.628352
751210,18.492313
751211,50.292103
751212,25.789566
751213,42.659946
751214,68.088036
751215,9.3228445
751216,88.552
751217,18.488403
751218,77.10433
751219,0.8311044
751220,62.79867
751221,62.25976
751222,79.30214
751223,29.426956
751224,20.831068
751225,45.670494
751226,44.013977
751227,19.382404
751228,45.521866
751229,52.04872
751230,58.479965
751231,38.21196
751232,25.110004
751233,49.21103
751234,75.23614
751235,22.148375
751236,83.81437
751237,30.885756
751238,54.00276
751239,46.53615
751240,58.33872
751241,77.6665
751242,61.97456
751243,9.214324
751244,54.165154
751245,29.085642
751246,20.356983
751247,15.583668
751248,67.409355
751249,49.868156
751250,12.39826
751251,101.176285
751252,64.47371
751253,66.19389
751254,66.57916
751255,51.84979
751256,26.27685
751257,32.235596
751258,28.066032
751259,91.291794
751260,40.55773
751261,72.92864
751262,37.16159
751263,71.35829
751264,36.795334
751265,30.593449
751266,8.613827
751267,67.38741
751268,25.438374
751269,9.3734865
751270,47.826748
751271,72.84869
751272,40.774002
751273,15.435428
751274,33.616413
751275,81.15517
751276,64.25557
751277,91.6739
751278,74.06309
751279,61.391533
751280,58.952316
751281,40.4714
751282,5.267899
751283,68.81444
751284,13.094054
751285,18.459896
751286,60.95366
751287,38.505093
751288,48.3804
751289,81.59197
751290,24.79405
751291,76.88964
751292,47.25248
751293,27.758804
751294,45.719147
751295,33.14634
751296,-0.5808932
751297,46.73962
751298,51.27002
751299,48.30704
751300,42.313187
751301,24.377007
751302,15.776032
751303,8.663276
751304,51.57346
751305,51.15407
751306,16.146563
751307,32.039196
751308,4.7969356
751309,67.056564
751310,58.575558
751311,39.60774
751312,45.562607
751313,13.621158
751314,65.24408
751315,69.98847
751316,35.935966
751317,5.545823
751318,77.365974
751319,19.268867
751320,61.055202
751321,50.780647
751322,77.465004
751323,21.461123
751324,71.12494
751325,90.46739
751326,40.974804
751327,51.74458
751328,66.97543
751329,41.29584
751330,47.099426
751331,75.43873
751332,55.65091
751333,13.325864
751334,49.680267
751335,22.51245
751336,21.52143
751337,33.67409
751338,84.45405
751339,42.79119
751340,101.38182
751341,69.492714
751342,52.01498
751343,25.316534
751344,67.69907
751345,67.391945
751346,18.101105
751347,33.857258
751348,58.662594
751349,15.957746
751350,30.530605
751351,35.19733
751352,75.874954
751353,81.8036
751354,56.52286
751355,23.371885
751356,53.237663
751357,34.038723
751358,16.233204
751359,78.63425
751360,30.841587
751361,70.67193
751362,22.985819
751363,13.560376
751364,76.14243
751365,39.801422
751366,70.31413
751367,13.036474
751368,76.98542
751369,66.35989
751370,20.470535
751371,1.9602381
751372,2.1433988
751373,21.393347
751374,8.268812
751375,22.264944
751376,24.992376
751377,76.56506
751378,87.36318
751379,14.386901
751380,73.54966
751381,23.666105
751382,69.9922
751383,71.40808
751384,19.624237
751385,63.49662
751386,35.799187
751387,12.481902
751388,54.457092
751389,69.08655
751390,28.548086
751391,49.916428
751392,67.93943
751393,54.776928
751394,43.888275
751395,49.800823
751396,28.82432
751397,38.412617
751398,32.66139
751399,92.85044
751400,39.45116
751401,75.008675
751402,47.66531
751403,81.83623
751404,87.71695
751405,52.442097
751406,76.561356
751407,55.080166
751408,45.907818
751409,15.943218
751410,20.561657
751411,18.732681
751412,18.552347
751413,33.841595
751414,30.690428
751415,25.893978
751416,34.44293
751417,81.36341
751418,55.475258
751419,25.308178
751420,22.563133
751421,43.88687
751422,7.5805793
751423,36.637836
751424,64.03857
751425,31.044077
751426,21.324753
751427,11.106591
751428,53.72753
751429,49.95463
751430,11.470881
751431,70.69204
751432,56.416378
751433,17.169733
751434,42.84743
751435,57.4398
751436,32.057632
751437,54.332943
751438,55.653706
751439,75.89944
751440,55.60105
751441,53.81856
751442,54.11392
751443,64.75239
751444,3.6920817
751445,53.113155
751446,15.572375
751447,60.458775
751448,63.979786
751449,74.412964
751450,40.343395
751451,48.894386
751452,102.553505
751453,25.224546
751454,17.52791
751455,95.79803
751456,58.825798
751457,52.414944
751458,41.048725
751459,44.015957
751460,71.55074
751461,25.356855
751462,27.289305
751463,23.998095
751464,71.667534
751465,68.75747
751466,61.25632
751467,55.497353
751468,54.683853
751469,77.32372
751470,26.702986
751471,58.403416
751472,82.89615
751473,19.835121
751474,19.204157
751475,18.042467
751476,71.454895
751477,42.419704
751478,39.871532
751479,47.302826
751480,36.5682
751481,12.592571
751482,74.28835
751483,56.91559
751484,54.880043
751485,27.857498
751486,71.20535
751487,85.68255
751488,13.094954
751489,53.07317
751490,10.432169
751491,5.488613
751492,22.513895
751493,9.196307
751494,86.03369
751495,71.88658
751496,73.74161
751497,33.415028
751498,20.647535
751499,11.527713
751500,30.951511
751501,54.052086
751502,51.67167
751503,60.409557
751504,80.58982
751505,53.950787
751506,71.3093
751507,52.58643
751508,73.59641
751509,15.230489
751510,76.882965
751511,47.06559
751512,19.435526
751513,74.888504
751514,20.563566
751515,63.62715
751516,19.313648
751517,79.32213
751518,90.16503
751519,19.64355
751520,66.85252
751521,71.65229
751522,32.851444
751523,69.155846
751524,50.87287
751525,84.925835
751526,36.34895
751527,60.394825
751528,66.88107
751529,42.259228
751530,16.783466
751531,58.04516
751532,42.20809
751533,12.43642
751534,34.269676
751535,85.35075
751536,8.309734
751537,67.48592
751538,45.37102
751539,56.428074
751540,10.856432
751541,0.2195843
751542,29.643986
751543,70.29512
751544,34.72889
751545,59.402023
751546,62.713
751547,46.738544
751548,36.501408
751549,52.6846
751550,7.3013463
751551,85.01467
751552,68.07412
751553,18.782238
751554,74.69055
751555,8.3414
751556,43.48369
751557,17.82162
751558,59.73099
751559,13.67529
751560,69.68423
751561,91.79648
751562,29.339937
751563,26.895975
751564,47.189228
751565,30.68789
751566,18.048727
751567,21.439217
751568,84.24027
751569,72.91665
751570,70.152695
751571,72.397606
751572,67.50711
751573,64.795586
751574,65.484566
751575,38.3713
751576,66.868256
751577,79.27102
751578,5.743421
751579,13.2887
751580,18.414236
751581,10.425877
751582,44.62268
751583,35.656994
751584,48.568577
751585,36.59222
751586,19.04945
751587,9.71258
751588,88.289665
751589,54.77333
751590,28.571663
751591,9.531252
751592,34.14762
751593,41.05552
751594,92.45914
751595,28.01884
751596,16.442938
751597,43.823704
751598,84.000465
751599,19.351166
751600,42.438335
751601,24.529583
751602,59.377365
751603,74.5661
751604,74.710434
751605,52.835094
751606,54.35658
751607,19.245453
751608,23.934063
751609,59.03394
751610,45.37325
751611,67.30154
751612,12.041886
751613,56.12892
751614,83.35147
751615,4.3251295
751616,31.855667
751617,41.664852
751618,44.105247
751619,46.738247
751620,27.719742
751621,7.555812
751622,67.67833
751623,5.3927
751624,97.675186
751625,18.50859
751626,7.285454
751627,80.37508
751628,49.106205
751629,29.914513
751630,46.097973
751631,45.492535
751632,73.82401
751633,45.368263
751634,53.782467
751635,51.817215
751636,92.46754
751637,67.391846
751638,17.468683
751639,86.61014
751640,10.507419
751641,8.790409
751642,36.83963
751643,80.92889
751644,52.618362
751645,64.78887
751646,5.634128
751647,30.54941
751648,15.933877
751649,76.194336
751650,42.131145
751651,32.04283
751652,52.419342
751653,27.590574
751654,5.036117
751655,15.3845415
751656,47.656292
751657,54.989372
751658,38.769512
751659,36.245884
751660,47.5149
751661,41.294174
751662,20.471397
751663,49.111683
751664,102.845474
751665,52.070774
751666,37.723484
751667,74.278786
751668,15.268797
751669,17.043715
751670,46.8639
751671,55.693844
751672,56.129356
751673,45.115685
751674,11.693885
751675,61.918354
751676,53.00685
751677,35.23241
751678,9.425352
751679,78.33362
751680,53.800835
751681,40.300983
751682,67.81066
751683,36.712833
751684,40.506065
751685,50.688507
751686,28.52264
751687,20.785528
751688,52.402145
751689,47.05185
751690,36.60795
751691,62.10318
751692,66.43705
751693,11.693378
751694,44.507282
751695,55.733463
751696,24.974499
751697,51.413677
751698,54.21239
751699,17.719696
751700,16.313683
751701,86.587234
751702,77.58681
751703,24.780704
751704,98.09294
751705,64.37481
751706,66.448204
751707,83.62353
751708,73.821304
751709,55.559586
751710,61.78039
751711,56.446156
751712,28.50221
751713,72.63937
751714,84.99827
751715,50.294243
751716,75.91483
751717,28.718596
751718,49.804306
751719,52.392323
751720,74.89497
751721,13.8446245
751722,55.084454
751723,13.660304
751724,30.18969
751725,6.2809277
751726,32.26814
751727,-0.5690853
751728,17.254827
751729,17.165073
751730,32.25946
751731,57.496887
751732,76.267456
751733,82.90137
751734,53.570393
751735,49.885597
751736,78.51242
751737,12.640125
